,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFullBath,BsmtHalfBath,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
51,816,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,MnPrv,4,1,PConc,1,Typ,528.0,2.0,3,Unf,3,Detchd,1985.0,1176,0,GasA,3,1.5Fin,52,3,Lvl,Gtl,6240,Inside,52.0,Reg,50,RM,0.0,None,Shed,9,BrkSide,0,6,6,Y,0,CompShg,Gable,Normal,11.648330101976432,WD,0,Pave,6,816.0,1,1934,1950,2006
52,816,0,0,No Alley,2,Duplex,3,4,LwQ,1.0,0.0,4,N,RRNn,Norm,SBrkr,0,3,2,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,1,Typ,516.0,2.0,3,Unf,3,CarPort,1963.0,816,0,GasA,3,1Story,53,3,Bnk,Mod,8472,Corner,110.0,IR2,90,RM,0.0,None,No Shed,5,IDOTRR,0,5,5,Y,0,CompShg,Gable,Normal,11.608235644774552,WD,0,Grvl,5,816.0,1,1963,1963,2010
53,1842,0,0,No Alley,0,1Fam,3,4,GLQ,2.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,4,WdShing,Wd Shng,No Fence,4,1,CBlock,0,Typ,894.0,3.0,3,Fin,3,Attchd,1981.0,1842,1,GasA,4,1Story,54,4,Low,Gtl,50271,Inside,68.0,IR1,20,RL,0.0,None,No Shed,11,Veenker,1,5,9,Y,0,WdShngl,Gable,Normal,12.86099861326992,WD,0,Pave,5,1842.0,1,1981,1987,2006
54,1360,0,0,No Alley,3,1Fam,3,1,ALQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,3,1,CBlock,1,Min1,572.0,2.0,3,Unf,3,Detchd,1962.0,1360,0,GasA,3,SLvl,55,3,Bnk,Mod,7134,Inside,60.0,Reg,80,RL,0.0,None,No Shed,2,NAmes,1,5,5,Y,0,CompShg,Gable,Normal,11.77528972943772,WD,0,Pave,6,384.0,0,1955,1955,2007
55,1425,0,1,No Alley,3,1Fam,3,1,BLQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Plywood,No Fence,4,1,CBlock,2,Typ,576.0,2.0,3,RFn,3,Attchd,1964.0,1425,0,GasA,4,1Story,56,3,Lvl,Gtl,10175,Inside,100.0,IR1,20,RL,272.0,BrkFace,No Shed,7,NAmes,0,5,6,Y,0,CompShg,Gable,Normal,12.103486056755072,WD,0,Pave,7,1425.0,0,1964,1964,2008
56,983,756,0,Pave,3,Twnhs,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,MetalSd,MetalSd,No Fence,3.4429619746497666,0,PConc,2,Typ,480.0,2.0,3,Fin,3,Attchd,1999.0,1739,1,GasA,5,2Story,57,4,Lvl,Gtl,2645,Inside,24.0,Reg,160,FV,456.0,BrkFace,No Shed,8,Somerst,0,5,8,Y,0,CompShg,Gable,Abnorml,12.058152515453552,WD,0,Pave,7,970.0,1,1999,2000,2009
57,860,860,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,565.0,2.0,3,RFn,3,Attchd,2004.0,1720,1,GasA,5,2Story,58,4,Lvl,Gtl,11645,Corner,89.0,IR1,60,RL,0.0,None,No Shed,8,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.188417710291453,WD,0,Pave,7,860.0,0,2004,2004,2006
58,1426,1519,0,No Alley,3,1Fam,3,4,Unf,0.0,0.0,5,Y,Norm,Norm,SBrkr,1,3,5,VinylSd,VinylSd,No Fence,4,1,PConc,3,Typ,641.0,3.0,3,Fin,3,BuiltIn,2006.0,2945,1,GasA,5,2Story,59,4,HLS,Gtl,13682,CulDSac,66.0,IR2,60,RL,1031.0,BrkFace,No Shed,10,StoneBr,0,5,10,Y,0,CompShg,Hip,Partial,12.991753427493052,New,0,Pave,10,1410.0,1,2006,2006,2006
59,780,0,0,No Alley,2,1Fam,3,3,ALQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,3.4429619746497666,0,CBlock,1,Typ,352.0,1.0,3,Unf,3,Detchd,1973.0,780,0,GasA,5,1Story,60,3,Bnk,Gtl,7200,Inside,60.0,Reg,20,RL,0.0,None,No Shed,1,CollgCr,0,7,5,Y,0,CompShg,Gable,Normal,11.73526869611367,WD,0,Pave,4,780.0,1,1972,1972,2008
60,1158,0,0,No Alley,3,1Fam,3,1,ALQ,1.0,0.0,4,Y,RRAe,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,1,Typ,576.0,2.0,3,Unf,3,Detchd,2006.0,1158,1,GasA,5,1Story,61,4,Lvl,Gtl,13072,Inside,63.0,Reg,20,RL,0.0,None,No Shed,5,SawyerW,1,5,6,Y,0,CompShg,Gable,Partial,11.970350312009105,New,0,Pave,5,1158.0,0,2004,2004,2006
61,581,530,0,No Alley,3,1Fam,2,1,Unf,0.0,0.0,3,N,Norm,Norm,SBrkr,1,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,BrkTil,1,Typ,288.0,1.0,3,Unf,3,Detchd,1935.0,1111,0,GasA,3,2.5Unf,62,2,Lvl,Gtl,7200,Inside,60.0,Reg,75,RM,0.0,None,No Shed,3,IDOTRR,0,7,5,N,0,CompShg,Gable,Normal,11.522875795823397,WD,0,Pave,6,530.0,0,1920,1996,2007
62,1370,0,0,No Alley,2,TwnhsE,4,2,GLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,484.0,2.0,3,RFn,3,Attchd,2006.0,1370,0,GasA,5,1Story,63,4,Lvl,Gtl,6442,Inside,44.0,IR1,120,RL,178.0,Stone,No Shed,10,NridgHt,1,5,8,Y,0,CompShg,Gable,Normal,12.218495165528731,WD,0,Pave,6,1370.0,1,2006,2006,2007
63,902,808,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,3,Y,RRAn,Feedr,SBrkr,1,3,3,Stucco,Stucco,GdPrv,3.4429619746497666,0,BrkTil,2,Typ,480.0,2.0,3,Unf,3,Detchd,1990.0,1710,0,GasA,4,2Story,64,3,Bnk,Gtl,10300,Inside,50.0,IR1,70,RM,0.0,None,No Shed,4,OldTown,1,6,7,Y,0,CompShg,Gable,Normal,11.84939770159144,WD,0,Pave,9,576.0,1,1921,1950,2010
64,1057,977,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,GdPrv,3.4429619746497666,0,PConc,2,Typ,645.0,2.0,3,RFn,3,Attchd,1998.0,2034,1,GasA,5,2Story,65,4,Lvl,Gtl,9375,Inside,70.0,Reg,60,RL,573.0,BrkFace,No Shed,2,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.299107511497363,WD,0,Pave,8,1057.0,1,1997,1998,2009
65,1143,1330,0,No Alley,4,1Fam,3,3,Unf,0.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,852.0,3.0,3,RFn,3,BuiltIn,2004.0,2473,1,GasA,5,2Story,66,4,Lvl,Gtl,9591,Inside,76.0,Reg,60,RL,344.0,BrkFace,No Shed,10,NridgHt,1,5,8,Y,0,CompShg,Gable,Normal,12.666657052859417,WD,0,Pave,9,1143.0,1,2004,2005,2007
66,2207,0,0,No Alley,3,1Fam,3,4,GLQ,1.0,0.0,4,Y,PosA,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,4,1,CBlock,2,Min1,576.0,2.0,3,RFn,3,Attchd,1970.0,2207,0,GasA,3,1Story,67,3,Lvl,Gtl,19900,Inside,73.0,Reg,20,RL,287.0,BrkFace,No Shed,7,NAmes,0,5,7,Y,0,CompShg,Gable,Normal,12.100712129872347,WD,0,Pave,7,1947.0,1,1970,1989,2010
67,1479,0,0,No Alley,3,1Fam,3,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,558.0,2.0,3,RFn,3,Attchd,2003.0,1479,0,GasA,5,1Story,68,4,Lvl,Gtl,10665,Inside,72.0,IR1,20,RL,167.0,BrkFace,No Shed,6,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.328290278254423,WD,0,Pave,7,1453.0,1,2003,2003,2007
68,747,0,0,No Alley,2,1Fam,3,1,Unf,0.0,0.0,3,Y,Artery,Norm,SBrkr,0,4,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,1,Typ,220.0,1.0,3,Unf,3,Attchd,1945.0,747,0,GasA,3,1Story,69,3,Lvl,Gtl,4608,Corner,47.0,Reg,30,RM,0.0,None,No Shed,6,OldTown,0,6,4,Y,0,CompShg,Gable,Normal,11.289781913656018,WD,0,Pave,4,747.0,0,1945,1950,2010
69,1304,983,0,No Alley,3,1Fam,3,1,BLQ,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,3,4,BrkFace,AsbShng,No Fence,3,1,CBlock,2,Typ,667.0,2.0,3,Fin,3,Attchd,1953.0,2287,0,GasW,3,1.5Fin,70,3,Lvl,Gtl,15593,Corner,81.0,Reg,50,RL,0.0,None,No Shed,7,ClearCr,1,4,7,Y,0,CompShg,Gable,Normal,12.323855681186558,WD,0,Pave,7,1304.0,0,1953,1953,2006
70,2223,0,0,No Alley,3,1Fam,3,4,ALQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,No Fence,4,2,CBlock,2,Typ,516.0,2.0,3,Fin,3,Attchd,1973.0,2223,0,GasA,5,1Story,71,3,Lvl,Gtl,13651,Inside,95.0,IR1,20,RL,1115.0,BrkFace,No Shed,2,NAmes,0,6,7,Y,0,CompShg,Gable,Normal,12.404923504275338,WD,0,Pave,8,2223.0,1,1973,1973,2007
71,845,0,0,No Alley,2,1Fam,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Plywood,No Fence,3.4429619746497666,0,CBlock,1,Typ,360.0,2.0,3,Unf,3,Detchd,1987.0,845,0,GasA,3,1Story,72,3,Lvl,Gtl,7599,Corner,69.0,Reg,20,RL,0.0,None,No Shed,6,Mitchel,0,6,4,Y,0,CompShg,Gable,Normal,11.771436160121729,WD,0,Pave,4,845.0,0,1982,2006,2007
72,885,833,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,427.0,2.0,3,Fin,3,Attchd,1998.0,1718,1,GasA,4,2Story,73,3,Lvl,Gtl,10141,Corner,74.0,IR1,60,RL,40.0,BrkFace,No Shed,12,Gilbert,1,5,7,Y,0,CompShg,Gable,Normal,12.128111104060462,WD,1,Pave,7,832.0,0,1998,1998,2009
73,1086,0,0,No Alley,3,1Fam,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,GdWo,3.4429619746497666,0,CBlock,1,Typ,490.0,2.0,3,Unf,3,Attchd,1989.0,1086,0,GasA,4,1Story,74,3,Lvl,Gtl,10200,Inside,85.0,Reg,20,RL,104.0,BrkFace,No Shed,5,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,11.883799128308773,WD,0,Pave,6,1086.0,0,1954,2003,2010
74,840,765,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,2,N,Norm,Norm,SBrkr,1,4,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,2,Typ,379.0,1.0,3,Unf,3,Detchd,1915.0,1605,0,GasA,4,2Story,75,3,Lvl,Gtl,5790,Corner,60.0,Reg,50,RM,0.0,None,No Shed,5,OldTown,0,6,3,Y,0,CompShg,Gambrel,Normal,11.584315461056901,WD,0,Pave,8,840.0,0,1915,1950,2010
75,526,462,0,No Alley,2,Twnhs,3,4,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,CemntBd,CmentBd,GdWo,3.4429619746497666,0,CBlock,1,Typ,297.0,1.0,3,Unf,3,BuiltIn,1973.0,988,0,GasA,3,SLvl,76,3,Lvl,Gtl,1596,Inside,21.0,Reg,180,RM,0.0,None,No Shed,11,MeadowV,1,5,4,Y,0,CompShg,Gable,Normal,11.418614785498987,WD,0,Pave,5,462.0,1,1973,1973,2009
76,952,0,0,No Alley,2,1Fam,3,1,ALQ,0.0,0.0,3,Y,Norm,Norm,FuseA,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,1,Typ,283.0,1.0,3,Unf,3,Detchd,1956.0,952,0,GasA,5,1Story,77,3,Lvl,Gtl,8475,Inside,73.0,IR1,20,RL,0.0,None,No Shed,4,NAmes,0,7,4,Y,0,CompShg,Gable,Normal,11.818570237796182,WD,0,Pave,4,952.0,0,1956,1956,2008
77,1072,213,0,No Alley,2,1Fam,3,1,BLQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,MnPrv,3.4429619746497666,0,CBlock,1,Min1,240.0,1.0,3,Unf,3,Detchd,1948.0,1285,0,GasA,3,1.5Fin,78,3,Lvl,Gtl,8635,Inside,50.0,Reg,50,RM,0.0,None,No Shed,1,BrkSide,0,5,5,Y,0,CompShg,Gable,Normal,11.751942365440728,WD,0,Pave,6,672.0,0,1948,2001,2008
78,1768,0,0,No Alley,4,Duplex,3,1,Unf,0.0,0.0,3,N,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,2,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,1768,0,GasA,3,1Story,79,3,Lvl,Gtl,10778,Inside,72.0,Reg,90,RL,0.0,None,No Shed,4,Sawyer,0,5,4,Y,0,CompShg,Hip,Normal,11.824079893607152,WD,0,Pave,8,1768.0,0,1968,1968,2010
79,682,548,0,Grvl,2,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,MnPrv,3.4429619746497666,0,PConc,1,Typ,440.0,2.0,3,Unf,3,Detchd,1966.0,1230,1,GasA,4,2Story,80,3,Lvl,Gtl,10440,Corner,60.0,Reg,50,RM,0.0,None,No Shed,5,OldTown,0,6,5,Y,0,CompShg,Gable,Normal,11.608235644774552,WD,0,Pave,5,440.0,1,1910,1981,2009
80,1182,960,0,No Alley,4,1Fam,3,1,Rec,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,No Fence,4,1,CBlock,2,Typ,509.0,1.0,3,Fin,3,Attchd,1968.0,2142,1,GasA,3,2Story,81,4,Lvl,Gtl,13000,Corner,100.0,Reg,60,RL,576.0,BrkFace,No Shed,6,NAmes,1,6,6,Y,0,CompShg,Gable,Normal,12.173032791451973,WD,1,Pave,8,896.0,0,1968,1968,2009
81,1337,0,0,No Alley,2,TwnhsE,4,1,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,405.0,2.0,3,Fin,3,Attchd,1998.0,1337,0,GasA,5,1Story,82,3,Lvl,Gtl,4500,FR2,32.0,Reg,120,RM,443.0,BrkFace,No Shed,3,Mitchel,1,5,6,Y,0,CompShg,Hip,Normal,11.941455846009388,WD,0,Pave,5,1237.0,0,1998,1998,2006
82,1563,0,0,No Alley,3,1Fam,3,1,GLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,758.0,3.0,3,RFn,3,Attchd,2007.0,1563,0,GasA,5,1Story,83,4,Lvl,Gtl,10206,Inside,78.0,Reg,20,RL,468.0,Stone,No Shed,10,Somerst,1,5,8,Y,0,CompShg,Gable,Normal,12.409013489526863,WD,0,Pave,6,1563.0,1,2007,2007,2008
83,1065,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,1,Typ,461.0,2.0,3,Unf,3,Detchd,1974.0,1065,1,GasA,4,1Story,84,3,Lvl,Gtl,8892,Inside,80.0,IR1,20,RL,66.0,BrkCmn,No Shed,7,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,11.747997587149712,COD,0,Pave,6,1065.0,1,1960,1960,2007
84,804,670,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3,1,PConc,2,Typ,400.0,2.0,3,Fin,3,BuiltIn,1995.0,1474,1,GasA,4,SLvl,85,3,Lvl,Gtl,8530,Inside,64.0,IR1,80,RL,22.0,BrkFace,Shed,5,Gilbert,1,5,7,Y,0,CompShg,Gable,Normal,12.034691028774553,WD,0,Pave,7,384.0,1,1995,1996,2009
85,1301,1116,0,No Alley,4,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3,1,CBlock,2,Typ,462.0,2.0,3,Unf,3,Attchd,1991.0,2417,1,GasA,5,2Story,86,4,Lvl,Gtl,16059,Corner,121.0,Reg,60,RL,284.0,BrkFace,No Shed,4,NoRidge,1,5,8,Y,0,CompShg,Hip,Normal,12.468436909997665,WD,0,Pave,9,1288.0,1,1991,1992,2006
86,684,876,0,No Alley,3,1Fam,3,3,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,400.0,2.0,3,Fin,3,BuiltIn,2005.0,1560,1,GasA,5,2Story,87,4,Lvl,Gtl,11911,Inside,122.0,IR2,60,RL,0.0,None,No Shed,3,Gilbert,1,5,6,Y,0,CompShg,Gable,Normal,12.066810578196666,WD,0,Pave,6,684.0,1,2005,2005,2009
87,612,612,0,Pave,2,TwnhsE,3,3,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,528.0,2.0,3,RFn,3,Detchd,2009.0,1224,1,GasA,5,2Story,88,4,Lvl,Gtl,3951,Corner,40.0,Reg,160,FV,76.0,Stone,No Shed,6,Somerst,1,5,6,Y,0,CompShg,Gable,Partial,12.010665849187564,New,0,Pave,4,612.0,0,2009,2009,2009
88,1013,0,0,No Alley,2,1Fam,2,1,Unf,0.0,0.0,3,N,Feedr,Feedr,SBrkr,1,2,2,Plywood,Plywood,MnPrv,3.4429619746497666,0,CBlock,1,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,1526,0,GasA,3,1.5Fin,89,2,Lvl,Gtl,8470,Corner,105.0,IR1,50,C (all),0.0,None,No Shed,10,IDOTRR,0,2,3,N,0,CompShg,Hip,Abnorml,11.350406535472453,ConLD,0,Pave,6,1013.0,0,1915,1982,2009
89,990,0,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,1,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,990,0,GasA,5,1Story,90,3,Lvl,Gtl,8070,Inside,60.0,Reg,20,RL,0.0,None,No Shed,8,CollgCr,0,5,4,Y,0,CompShg,Gable,Normal,11.724805824005728,WD,0,Pave,5,990.0,0,1994,1995,2007
90,1040,0,0,No Alley,2,1Fam,3.0028198801550934,1.6707789918928446,No Basement,0.0,0.0,3.576814658210007,Y,Norm,Norm,FuseA,0,3,3,BrkFace,Wd Sdng,No Fence,3.4429619746497666,0,Slab,1,Typ,420.0,2.0,3,Unf,3,Detchd,1950.0,1040,0,GasA,3,1Story,91,3,Lvl,Gtl,7200,Inside,60.0,Reg,20,RL,0.0,None,No Shed,7,NAmes,1,5,4,Y,0,CompShg,Gable,Normal,11.607326140391713,WD,0,Pave,4,0.0,0,1950,1950,2006
91,1235,0,0,No Alley,2,1Fam,3,1,Rec,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,GdWo,3.4429619746497666,0,CBlock,1,Typ,480.0,2.0,3,Unf,3,Attchd,1961.0,1235,0,GasA,3,1Story,92,3,Lvl,Gtl,8500,Inside,85.0,Reg,20,RL,203.0,BrkCmn,No Shed,12,NAmes,0,3,5,Y,0,CompShg,Hip,Abnorml,11.498826540590727,WD,0,Pave,6,1235.0,0,1961,1961,2006
92,964,0,0,Grvl,2,1Fam,3,1,ALQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,1,4,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,1,Typ,432.0,2.0,3,Unf,3,Detchd,1921.0,964,0,GasA,5,1Story,93,3,HLS,Gtl,13360,Inside,80.0,IR1,30,RL,0.0,None,No Shed,8,Crawfor,0,7,5,Y,0,CompShg,Gable,Normal,12.004568269319446,WD,0,Pave,5,876.0,0,1921,2006,2009
93,1260,1031,0,No Alley,4,2fmCon,2,2,Rec,0.0,1.0,3,N,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,4,1,BrkTil,2,Typ,506.0,2.0,3,Unf,3,Detchd,1900.0,2291,0,GasW,5,2.5Unf,94,3,Lvl,Gtl,7200,Corner,60.0,Reg,190,C (all),0.0,None,No Shed,11,OldTown,0,6,6,Y,0,CompShg,Hip,Normal,11.804848531679264,WD,1,Pave,9,1214.0,0,1910,1998,2007
94,905,881,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,684.0,2.0,3,RFn,3,Attchd,1997.0,1786,1,GasA,5,2Story,95,4,Lvl,Gtl,9337,Inside,69.0,IR1,60,RL,0.0,None,No Shed,5,CollgCr,1,5,6,Y,0,CompShg,Gable,Normal,12.229545001715316,WD,0,Pave,7,824.0,0,1997,1997,2007
95,680,790,0,No Alley,3,1Fam,4,1,ALQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,4,5,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,420.0,2.0,3,Fin,3,BuiltIn,1993.0,1470,1,GasA,4,2Story,96,3,Lvl,Gtl,9765,Corner,64.0,IR2,60,RL,68.0,BrkFace,Shed,4,Gilbert,1,8,6,Y,0,CompShg,Gable,Normal,12.128111104060462,WD,0,Pave,6,680.0,1,1993,1993,2009
96,1588,0,0,No Alley,3,1Fam,3,3,ALQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,472.0,2.0,3,RFn,3,Attchd,1999.0,1588,0,GasA,5,1Story,97,4,Lvl,Gtl,10264,Inside,78.0,IR1,20,RL,183.0,BrkFace,No Shed,8,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.273731294003989,WD,0,Pave,6,1588.0,1,1999,1999,2006
97,960,0,0,No Alley,3,1Fam,3,1,Rec,1.0,0.0,3,Y,Norm,Norm,FuseF,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,1,Typ,432.0,1.0,3,Fin,3,Attchd,1965.0,960,0,GasA,3,1Story,98,3,HLS,Gtl,10921,Inside,73.0,Reg,20,RL,48.0,BrkFace,No Shed,5,Edwards,0,5,4,P,0,CompShg,Hip,Normal,11.458997122944673,WD,0,Pave,6,960.0,1,1965,1965,2007
98,835,0,0,No Alley,2,1Fam,3,1,ALQ,0.0,0.0,3,N,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,1,Typ,366.0,1.0,3,Unf,2,Basment,1920.0,835,0,GasA,2,1Story,99,3,Lvl,Gtl,10625,Corner,85.0,Reg,30,RL,0.0,None,Shed,5,Edwards,0,5,5,Y,0,CompShg,Gable,Abnorml,11.326595886778735,COD,0,Pave,5,458.0,0,1920,1950,2010
99,1225,0,0,No Alley,3,1Fam,3,1,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3.4429619746497666,0,CBlock,1,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,1225,1,GasA,2,1Story,100,3,Lvl,Gtl,9320,Inside,77.0,IR1,20,RL,0.0,None,Shed,1,NAmes,0,5,4,Y,0,CompShg,Gable,Normal,11.76718001130949,WD,0,Pave,6,950.0,1,1959,1959,2010
100,1610,0,0,No Alley,3,1Fam,3,2,ALQ,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3,2,PConc,2,Typ,480.0,2.0,3,RFn,3,Attchd,1977.0,1610,0,GasA,4,1Story,101,4,Lvl,Gtl,10603,Inside,80.0,IR1,20,RL,28.0,BrkFace,No Shed,2,NWAmes,1,7,6,Y,0,CompShg,Gable,Normal,12.230765258120545,WD,0,Pave,6,1610.0,1,1977,2001,2010
101,977,755,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3,1,CBlock,2,Typ,476.0,2.0,3,Fin,3,Attchd,1985.0,1732,1,GasA,3,2Story,102,4,Lvl,Gtl,9206,Inside,77.0,Reg,60,RL,336.0,BrkFace,No Shed,6,SawyerW,1,5,6,Y,0,CompShg,Gable,Normal,12.089538829274222,WD,0,Pave,7,741.0,1,1985,1985,2010
102,1535,0,0,No Alley,4,Duplex,3.0028198801550934,1.6707789918928446,No Basement,0.0,0.0,3.576814658210007,Y,Norm,Norm,SBrkr,0,2,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,Slab,2,Typ,410.0,2.0,3,Unf,3,Attchd,1979.0,1535,0,GasA,3,1Story,103,3,Bnk,Gtl,7018,Inside,64.0,Reg,90,RL,0.0,None,No Shed,6,SawyerW,0,5,5,Y,0,CompShg,Gable,Alloca,11.686576205316552,WD,0,Pave,8,0.0,0,1979,1979,2009
