Id,Unnamed: 0,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Heating,HeatingQC,HouseStyle,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,TotalBaths
52,51,0,No Alley,3,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,MnPrv,4.0,1,PConc,Typ,528.0,2.0,3.0,Unf,3.0,Detchd,1985.0,1176,GasA,3,1.5Fin,3.0,Lvl,Gtl,6240,Inside,52.0,Reg,50,RM,0.0,None,Shed,9,BrkSide,0,6,6,Y,0,CompShg,Gable,Normal,11.648330101976432,WD,0,Pave,6,1,1934,1950,2006,1632.0,1.0
53,52,0,No Alley,2,Duplex,3.0,4.0,LwQ,4.0,N,RRNn,Norm,SBrkr,0,3,2,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,Typ,516.0,2.0,3.0,Unf,3.0,CarPort,1963.0,816,GasA,3,1Story,3.0,Bnk,Mod,8472,Corner,110.0,IR2,90,RM,0.0,None,No Shed,5,IDOTRR,0,5,5,Y,0,CompShg,Gable,Normal,11.608235644774554,WD,0,Grvl,5,1,1963,1963,2010,1632.0,2.0
54,53,0,No Alley,0,1Fam,3.0,4.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,3,4,WdShing,Wd Shng,No Fence,4.0,1,CBlock,Typ,894.0,3.0,3.0,Fin,3.0,Attchd,1981.0,1842,GasA,4,1Story,4.0,Low,Gtl,50271,Inside,68.0,IR1,20,RL,0.0,None,No Shed,11,Veenker,1,5,9,Y,0,WdShngl,Gable,Normal,12.86099861326992,WD,0,Pave,5,1,1981,1987,2006,3684.0,2.5
55,54,0,No Alley,3,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,MnPrv,3.0,1,CBlock,Min1,572.0,2.0,3.0,Unf,3.0,Detchd,1962.0,1360,GasA,3,SLvl,3.0,Bnk,Mod,7134,Inside,60.0,Reg,80,RL,0.0,None,No Shed,2,NAmes,1,5,5,Y,0,CompShg,Gable,Normal,11.77528972943772,WD,0,Pave,6,0,1955,1955,2007,1744.0,1.0
56,55,1,No Alley,3,1Fam,3.0,1.0,BLQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Plywood,No Fence,4.0,1,CBlock,Typ,576.0,2.0,3.0,RFn,3.0,Attchd,1964.0,1425,GasA,4,1Story,3.0,Lvl,Gtl,10175,Inside,100.0,IR1,20,RL,272.0,BrkFace,No Shed,7,NAmes,0,5,6,Y,0,CompShg,Gable,Normal,12.103486056755074,WD,0,Pave,7,0,1964,1964,2008,2850.0,2.0
57,56,0,Pave,3,Twnhs,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,MetalSd,MetalSd,No Fence,3.4429619746497666,0,PConc,Typ,480.0,2.0,3.0,Fin,3.0,Attchd,1999.0,1739,GasA,5,2Story,4.0,Lvl,Gtl,2645,Inside,24.0,Reg,160,FV,456.0,BrkFace,No Shed,8,Somerst,0,5,8,Y,0,CompShg,Gable,Abnorml,12.058152515453553,WD,0,Pave,7,1,1999,2000,2009,2709.0,3.5
58,57,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,565.0,2.0,3.0,RFn,3.0,Attchd,2004.0,1720,GasA,5,2Story,4.0,Lvl,Gtl,11645,Corner,89.0,IR1,60,RL,0.0,None,No Shed,8,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.188417710291452,WD,0,Pave,7,0,2004,2004,2006,2580.0,2.5
59,58,0,No Alley,3,1Fam,3.0,4.0,Unf,5.0,Y,Norm,Norm,SBrkr,1,3,5,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,641.0,3.0,3.0,Fin,3.0,BuiltIn,2006.0,2945,GasA,5,2Story,4.0,HLS,Gtl,13682,CulDSac,66.0,IR2,60,RL,1031.0,BrkFace,No Shed,10,StoneBr,0,5,10,Y,0,CompShg,Hip,Partial,12.991753427493052,New,0,Pave,10,1,2006,2006,2006,4355.0,3.5
60,59,0,No Alley,2,1Fam,3.0,3.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,3.4429619746497666,0,CBlock,Typ,352.0,1.0,3.0,Unf,3.0,Detchd,1973.0,780,GasA,5,1Story,3.0,Bnk,Gtl,7200,Inside,60.0,Reg,20,RL,0.0,None,No Shed,1,CollgCr,0,7,5,Y,0,CompShg,Gable,Normal,11.73526869611367,WD,0,Pave,4,1,1972,1972,2008,1560.0,1.0
61,60,0,No Alley,3,1Fam,3.0,1.0,ALQ,4.0,Y,RRAe,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,576.0,2.0,3.0,Unf,3.0,Detchd,2006.0,1158,GasA,5,1Story,4.0,Lvl,Gtl,13072,Inside,63.0,Reg,20,RL,0.0,None,No Shed,5,SawyerW,1,5,6,Y,0,CompShg,Gable,Partial,11.970350312009106,New,0,Pave,5,0,2004,2004,2006,2316.0,2.5
62,61,0,No Alley,3,1Fam,2.0,1.0,Unf,3.0,N,Norm,Norm,SBrkr,1,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,BrkTil,Typ,288.0,1.0,3.0,Unf,3.0,Detchd,1935.0,1111,GasA,3,2.5Unf,2.0,Lvl,Gtl,7200,Inside,60.0,Reg,75,RM,0.0,None,No Shed,3,IDOTRR,0,7,5,N,0,CompShg,Gable,Normal,11.522875795823396,WD,0,Pave,6,0,1920,1996,2007,1641.0,1.0
63,62,0,No Alley,2,TwnhsE,4.0,2.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,484.0,2.0,3.0,RFn,3.0,Attchd,2006.0,1370,GasA,5,1Story,4.0,Lvl,Gtl,6442,Inside,44.0,IR1,120,RL,178.0,Stone,No Shed,10,NridgHt,1,5,8,Y,0,CompShg,Gable,Normal,12.218495165528731,WD,0,Pave,6,1,2006,2006,2007,2740.0,2.0
64,63,0,No Alley,3,1Fam,3.0,1.0,Unf,3.0,Y,RRAn,Feedr,SBrkr,1,3,3,Stucco,Stucco,GdPrv,3.4429619746497666,0,BrkTil,Typ,480.0,2.0,3.0,Unf,3.0,Detchd,1990.0,1710,GasA,4,2Story,3.0,Bnk,Gtl,10300,Inside,50.0,IR1,70,RM,0.0,None,No Shed,4,OldTown,1,6,7,Y,0,CompShg,Gable,Normal,11.849397701591439,WD,0,Pave,9,1,1921,1950,2010,2286.0,2.0
65,64,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,GdPrv,3.4429619746497666,0,PConc,Typ,645.0,2.0,3.0,RFn,3.0,Attchd,1998.0,2034,GasA,5,2Story,4.0,Lvl,Gtl,9375,Inside,70.0,Reg,60,RL,573.0,BrkFace,No Shed,2,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.299107511497365,WD,0,Pave,8,1,1997,1998,2009,3091.0,3.5
66,65,0,No Alley,4,1Fam,3.0,3.0,Unf,5.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,852.0,3.0,3.0,RFn,3.0,BuiltIn,2004.0,2473,GasA,5,2Story,4.0,Lvl,Gtl,9591,Inside,76.0,Reg,60,RL,344.0,BrkFace,No Shed,10,NridgHt,1,5,8,Y,0,CompShg,Gable,Normal,12.666657052859414,WD,0,Pave,9,1,2004,2005,2007,3616.0,2.5
67,66,0,No Alley,3,1Fam,3.0,4.0,GLQ,4.0,Y,PosA,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,4.0,1,CBlock,Min1,576.0,2.0,3.0,RFn,3.0,Attchd,1970.0,2207,GasA,3,1Story,3.0,Lvl,Gtl,19900,Inside,73.0,Reg,20,RL,287.0,BrkFace,No Shed,7,NAmes,0,5,7,Y,0,CompShg,Gable,Normal,12.100712129872349,WD,0,Pave,7,1,1970,1989,2010,4154.0,3.0
68,67,0,No Alley,3,1Fam,3.0,3.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,558.0,2.0,3.0,RFn,3.0,Attchd,2003.0,1479,GasA,5,1Story,4.0,Lvl,Gtl,10665,Inside,72.0,IR1,20,RL,167.0,BrkFace,No Shed,6,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.328290278254425,WD,0,Pave,7,1,2003,2003,2007,2932.0,3.0
69,68,0,No Alley,2,1Fam,3.0,1.0,Unf,3.0,Y,Artery,Norm,SBrkr,0,4,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,Typ,220.0,1.0,3.0,Unf,3.0,Attchd,1945.0,747,GasA,3,1Story,3.0,Lvl,Gtl,4608,Corner,47.0,Reg,30,RM,0.0,None,No Shed,6,OldTown,0,6,4,Y,0,CompShg,Gable,Normal,11.289781913656018,WD,0,Pave,4,0,1945,1950,2010,1494.0,1.0
70,69,0,No Alley,3,1Fam,3.0,1.0,BLQ,3.0,Y,Norm,Norm,SBrkr,1,3,4,BrkFace,AsbShng,No Fence,3.0,1,CBlock,Typ,667.0,2.0,3.0,Fin,3.0,Attchd,1953.0,2287,GasW,3,1.5Fin,3.0,Lvl,Gtl,15593,Corner,81.0,Reg,50,RL,0.0,None,No Shed,7,ClearCr,1,4,7,Y,0,CompShg,Gable,Normal,12.323855681186556,WD,0,Pave,7,0,1953,1953,2006,3591.0,2.0
71,70,0,No Alley,3,1Fam,3.0,4.0,ALQ,4.0,Y,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,No Fence,4.0,2,CBlock,Typ,516.0,2.0,3.0,Fin,3.0,Attchd,1973.0,2223,GasA,5,1Story,3.0,Lvl,Gtl,13651,Inside,95.0,IR1,20,RL,1115.0,BrkFace,No Shed,2,NAmes,0,6,7,Y,0,CompShg,Gable,Normal,12.404923504275338,WD,0,Pave,8,1,1973,1973,2007,4446.0,3.0
72,71,0,No Alley,2,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Plywood,No Fence,3.4429619746497666,0,CBlock,Typ,360.0,2.0,3.0,Unf,3.0,Detchd,1987.0,845,GasA,3,1Story,3.0,Lvl,Gtl,7599,Corner,69.0,Reg,20,RL,0.0,None,No Shed,6,Mitchel,0,6,4,Y,0,CompShg,Gable,Normal,11.771436160121727,WD,0,Pave,4,0,1982,2006,2007,1690.0,2.0
73,72,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,427.0,2.0,3.0,Fin,3.0,Attchd,1998.0,1718,GasA,4,2Story,3.0,Lvl,Gtl,10141,Corner,74.0,IR1,60,RL,40.0,BrkFace,No Shed,12,Gilbert,1,5,7,Y,0,CompShg,Gable,Normal,12.128111104060464,WD,1,Pave,7,0,1998,1998,2009,2550.0,2.5
74,73,0,No Alley,3,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,GdWo,3.4429619746497666,0,CBlock,Typ,490.0,2.0,3.0,Unf,3.0,Attchd,1989.0,1086,GasA,4,1Story,3.0,Lvl,Gtl,10200,Inside,85.0,Reg,20,RL,104.0,BrkFace,No Shed,5,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,11.883799128308773,WD,0,Pave,6,0,1954,2003,2010,2172.0,2.0
75,74,0,No Alley,3,1Fam,3.0,1.0,Unf,2.0,N,Norm,Norm,SBrkr,1,4,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,Typ,379.0,1.0,3.0,Unf,3.0,Detchd,1915.0,1605,GasA,4,2Story,3.0,Lvl,Gtl,5790,Corner,60.0,Reg,50,RM,0.0,None,No Shed,5,OldTown,0,6,3,Y,0,CompShg,Gambrel,Normal,11.5843154610569,WD,0,Pave,8,0,1915,1950,2010,2445.0,2.0
76,75,0,No Alley,2,Twnhs,3.0,4.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,CemntBd,CmentBd,GdWo,3.4429619746497666,0,CBlock,Typ,297.0,1.0,3.0,Unf,3.0,BuiltIn,1973.0,988,GasA,3,SLvl,3.0,Lvl,Gtl,1596,Inside,21.0,Reg,180,RM,0.0,None,No Shed,11,MeadowV,1,5,4,Y,0,CompShg,Gable,Normal,11.418614785498988,WD,0,Pave,5,1,1973,1973,2009,1450.0,2.0
77,76,0,No Alley,2,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,FuseA,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,Typ,283.0,1.0,3.0,Unf,3.0,Detchd,1956.0,952,GasA,5,1Story,3.0,Lvl,Gtl,8475,Inside,73.0,IR1,20,RL,0.0,None,No Shed,4,NAmes,0,7,4,Y,0,CompShg,Gable,Normal,11.818570237796182,WD,0,Pave,4,0,1956,1956,2008,1904.0,1.0
78,77,0,No Alley,2,1Fam,3.0,1.0,BLQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,MnPrv,3.4429619746497666,0,CBlock,Min1,240.0,1.0,3.0,Unf,3.0,Detchd,1948.0,1285,GasA,3,1.5Fin,3.0,Lvl,Gtl,8635,Inside,50.0,Reg,50,RM,0.0,None,No Shed,1,BrkSide,0,5,5,Y,0,CompShg,Gable,Normal,11.751942365440726,WD,0,Pave,6,0,1948,2001,2008,1957.0,2.0
79,78,0,No Alley,4,Duplex,3.0,1.0,Unf,3.0,N,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,1768,GasA,3,1Story,3.0,Lvl,Gtl,10778,Inside,72.0,Reg,90,RL,0.0,None,No Shed,4,Sawyer,0,5,4,Y,0,CompShg,Hip,Normal,11.824079893607152,WD,0,Pave,8,0,1968,1968,2010,3536.0,2.0
80,79,0,Grvl,2,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,MnPrv,3.4429619746497666,0,PConc,Typ,440.0,2.0,3.0,Unf,3.0,Detchd,1966.0,1230,GasA,4,2Story,3.0,Lvl,Gtl,10440,Corner,60.0,Reg,50,RM,0.0,None,No Shed,5,OldTown,0,6,5,Y,0,CompShg,Gable,Normal,11.608235644774554,WD,0,Pave,5,1,1910,1981,2009,1670.0,1.5
81,80,0,No Alley,4,1Fam,3.0,1.0,Rec,4.0,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,No Fence,4.0,1,CBlock,Typ,509.0,1.0,3.0,Fin,3.0,Attchd,1968.0,2142,GasA,3,2Story,4.0,Lvl,Gtl,13000,Corner,100.0,Reg,60,RL,576.0,BrkFace,No Shed,6,NAmes,1,6,6,Y,0,CompShg,Gable,Normal,12.173032791451972,WD,1,Pave,8,0,1968,1968,2009,3038.0,2.5
82,81,0,No Alley,2,TwnhsE,4.0,1.0,GLQ,5.0,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,405.0,2.0,3.0,Fin,3.0,Attchd,1998.0,1337,GasA,5,1Story,3.0,Lvl,Gtl,4500,FR2,32.0,Reg,120,RM,443.0,BrkFace,No Shed,3,Mitchel,1,5,6,Y,0,CompShg,Hip,Normal,11.941455846009385,WD,0,Pave,5,0,1998,1998,2006,2574.0,3.0
83,82,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,758.0,3.0,3.0,RFn,3.0,Attchd,2007.0,1563,GasA,5,1Story,4.0,Lvl,Gtl,10206,Inside,78.0,Reg,20,RL,468.0,Stone,No Shed,10,Somerst,1,5,8,Y,0,CompShg,Gable,Normal,12.409013489526865,WD,0,Pave,6,1,2007,2007,2008,3126.0,2.0
84,83,0,No Alley,3,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,Typ,461.0,2.0,3.0,Unf,3.0,Detchd,1974.0,1065,GasA,4,1Story,3.0,Lvl,Gtl,8892,Inside,80.0,IR1,20,RL,66.0,BrkCmn,No Shed,7,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,11.747997587149714,COD,0,Pave,6,1,1960,1960,2007,2130.0,1.5
85,84,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.0,1,PConc,Typ,400.0,2.0,3.0,Fin,3.0,BuiltIn,1995.0,1474,GasA,4,SLvl,3.0,Lvl,Gtl,8530,Inside,64.0,IR1,80,RL,22.0,BrkFace,Shed,5,Gilbert,1,5,7,Y,0,CompShg,Gable,Normal,12.034691028774553,WD,0,Pave,7,1,1995,1996,2009,1858.0,2.5
86,85,0,No Alley,4,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3.0,1,CBlock,Typ,462.0,2.0,3.0,Unf,3.0,Attchd,1991.0,2417,GasA,5,2Story,4.0,Lvl,Gtl,16059,Corner,121.0,Reg,60,RL,284.0,BrkFace,No Shed,4,NoRidge,1,5,8,Y,0,CompShg,Hip,Normal,12.468436909997664,WD,0,Pave,9,1,1991,1992,2006,3705.0,2.5
87,86,0,No Alley,3,1Fam,3.0,3.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,400.0,2.0,3.0,Fin,3.0,BuiltIn,2005.0,1560,GasA,5,2Story,4.0,Lvl,Gtl,11911,Inside,122.0,IR2,60,RL,0.0,None,No Shed,3,Gilbert,1,5,6,Y,0,CompShg,Gable,Normal,12.066810578196664,WD,0,Pave,6,1,2005,2005,2009,2244.0,2.5
88,87,0,Pave,2,TwnhsE,3.0,3.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,528.0,2.0,3.0,RFn,3.0,Detchd,2009.0,1224,GasA,5,2Story,4.0,Lvl,Gtl,3951,Corner,40.0,Reg,160,FV,76.0,Stone,No Shed,6,Somerst,1,5,6,Y,0,CompShg,Gable,Partial,12.010665849187564,New,0,Pave,4,0,2009,2009,2009,1836.0,2.5
89,88,0,No Alley,2,1Fam,2.0,1.0,Unf,3.0,N,Feedr,Feedr,SBrkr,1,2,2,Plywood,Plywood,MnPrv,3.4429619746497666,0,CBlock,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,1526,GasA,3,1.5Fin,2.0,Lvl,Gtl,8470,Corner,105.0,IR1,50,C (all),0.0,None,No Shed,10,IDOTRR,0,2,3,N,0,CompShg,Hip,Abnorml,11.350406535472453,ConLD,0,Pave,6,0,1915,1982,2009,2026.0,1.0
90,89,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,990,GasA,5,1Story,3.0,Lvl,Gtl,8070,Inside,60.0,Reg,20,RL,0.0,None,No Shed,8,CollgCr,0,5,4,Y,0,CompShg,Gable,Normal,11.724805824005726,WD,0,Pave,5,0,1994,1995,2007,1980.0,2.0
91,90,0,No Alley,2,1Fam,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,Y,Norm,Norm,FuseA,0,3,3,BrkFace,Wd Sdng,No Fence,3.4429619746497666,0,Slab,Typ,420.0,2.0,3.0,Unf,3.0,Detchd,1950.0,1040,GasA,3,1Story,3.0,Lvl,Gtl,7200,Inside,60.0,Reg,20,RL,0.0,None,No Shed,7,NAmes,1,5,4,Y,0,CompShg,Gable,Normal,11.607326140391713,WD,0,Pave,4,0,1950,1950,2006,1040.0,1.0
92,91,0,No Alley,2,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,GdWo,3.4429619746497666,0,CBlock,Typ,480.0,2.0,3.0,Unf,3.0,Attchd,1961.0,1235,GasA,3,1Story,3.0,Lvl,Gtl,8500,Inside,85.0,Reg,20,RL,203.0,BrkCmn,No Shed,12,NAmes,0,3,5,Y,0,CompShg,Hip,Abnorml,11.498826540590727,WD,0,Pave,6,0,1961,1961,2006,2470.0,1.0
93,92,0,Grvl,2,1Fam,3.0,1.0,ALQ,4.0,Y,Norm,Norm,SBrkr,1,4,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,Typ,432.0,2.0,3.0,Unf,3.0,Detchd,1921.0,964,GasA,5,1Story,3.0,HLS,Gtl,13360,Inside,80.0,IR1,30,RL,0.0,None,No Shed,8,Crawfor,0,7,5,Y,0,CompShg,Gable,Normal,12.004568269319446,WD,0,Pave,5,0,1921,2006,2009,1840.0,2.0
94,93,0,No Alley,4,2fmCon,2.0,2.0,Rec,3.0,N,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,4.0,1,BrkTil,Typ,506.0,2.0,3.0,Unf,3.0,Detchd,1900.0,2291,GasW,5,2.5Unf,3.0,Lvl,Gtl,7200,Corner,60.0,Reg,190,C (all),0.0,None,No Shed,11,OldTown,0,6,6,Y,0,CompShg,Hip,Normal,11.804848531679266,WD,1,Pave,9,0,1910,1998,2007,3505.0,2.5
95,94,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,684.0,2.0,3.0,RFn,3.0,Attchd,1997.0,1786,GasA,5,2Story,4.0,Lvl,Gtl,9337,Inside,69.0,IR1,60,RL,0.0,None,No Shed,5,CollgCr,1,5,6,Y,0,CompShg,Gable,Normal,12.229545001715314,WD,0,Pave,7,0,1997,1997,2007,2610.0,3.5
96,95,0,No Alley,3,1Fam,4.0,1.0,ALQ,4.0,Y,Norm,Norm,SBrkr,0,4,5,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,420.0,2.0,3.0,Fin,3.0,BuiltIn,1993.0,1470,GasA,4,2Story,3.0,Lvl,Gtl,9765,Corner,64.0,IR2,60,RL,68.0,BrkFace,Shed,4,Gilbert,1,8,6,Y,0,CompShg,Gable,Normal,12.128111104060464,WD,0,Pave,6,1,1993,1993,2009,2150.0,2.5
97,96,0,No Alley,3,1Fam,3.0,3.0,ALQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,472.0,2.0,3.0,RFn,3.0,Attchd,1999.0,1588,GasA,5,1Story,4.0,Lvl,Gtl,10264,Inside,78.0,IR1,20,RL,183.0,BrkFace,No Shed,8,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.273731294003987,WD,0,Pave,6,1,1999,1999,2006,3176.0,2.0
98,97,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,FuseF,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,Typ,432.0,1.0,3.0,Fin,3.0,Attchd,1965.0,960,GasA,3,1Story,3.0,HLS,Gtl,10921,Inside,73.0,Reg,20,RL,48.0,BrkFace,No Shed,5,Edwards,0,5,4,P,0,CompShg,Hip,Normal,11.458997122944671,WD,0,Pave,6,1,1965,1965,2007,1920.0,2.0
99,98,0,No Alley,2,1Fam,3.0,1.0,ALQ,3.0,N,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,Typ,366.0,1.0,3.0,Unf,2.0,Basment,1920.0,835,GasA,2,1Story,3.0,Lvl,Gtl,10625,Corner,85.0,Reg,30,RL,0.0,None,Shed,5,Edwards,0,5,5,Y,0,CompShg,Gable,Abnorml,11.326595886778733,COD,0,Pave,5,0,1920,1950,2010,1293.0,1.0
100,99,0,No Alley,3,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3.4429619746497666,0,CBlock,Typ,0.0,0.0,2.970652173913044,No Garage,2.96231884057971,No Garage,1978.1134057971012,1225,GasA,2,1Story,3.0,Lvl,Gtl,9320,Inside,77.0,IR1,20,RL,0.0,None,Shed,1,NAmes,0,5,4,Y,0,CompShg,Gable,Normal,11.76718001130949,WD,0,Pave,6,1,1959,1959,2010,2175.0,2.5
101,100,0,No Alley,3,1Fam,3.0,2.0,ALQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3.0,2,PConc,Typ,480.0,2.0,3.0,RFn,3.0,Attchd,1977.0,1610,GasA,4,1Story,4.0,Lvl,Gtl,10603,Inside,80.0,IR1,20,RL,28.0,BrkFace,No Shed,2,NWAmes,1,7,6,Y,0,CompShg,Gable,Normal,12.230765258120543,WD,0,Pave,6,1,1977,2001,2010,3220.0,3.0
102,101,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3.0,1,CBlock,Typ,476.0,2.0,3.0,Fin,3.0,Attchd,1985.0,1732,GasA,3,2Story,4.0,Lvl,Gtl,9206,Inside,77.0,Reg,60,RL,336.0,BrkFace,No Shed,6,SawyerW,1,5,6,Y,0,CompShg,Gable,Normal,12.089538829274224,WD,0,Pave,7,1,1985,1985,2010,2473.0,2.5
103,102,0,No Alley,4,Duplex,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,Y,Norm,Norm,SBrkr,0,2,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,Slab,Typ,410.0,2.0,3.0,Unf,3.0,Attchd,1979.0,1535,GasA,3,1Story,3.0,Bnk,Gtl,7018,Inside,64.0,Reg,90,RL,0.0,None,No Shed,6,SawyerW,0,5,5,Y,0,CompShg,Gable,Alloca,11.686576205316554,WD,0,Pave,8,0,1979,1979,2009,1535.0,2.0
104,103,0,No Alley,3,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,740.0,3.0,3.0,RFn,3.0,Attchd,2009.0,1226,GasA,5,1Story,4.0,Lvl,Gtl,10402,Corner,94.0,IR1,20,RL,0.0,None,No Shed,5,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,12.200557464842065,WD,0,Pave,6,0,2009,2009,2010,2452.0,2.0
