,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
53,54,20,RL,68.0,50271,Pave,No Alley,IR1,Low,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,5,3,4,GLQ,1842,GasA,4,Y,SBrkr,1842,0,1842,2,0,0,1,0,4,5,Typ,1,4,Attchd,1981.0,Fin,3,894,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,11,2006,WD,Normal,12.86099861326992
54,55,80,RL,60.0,7134,Pave,No Alley,Reg,Bnk,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,ALQ,384,GasA,3,Y,SBrkr,1360,0,1360,0,0,1,0,3,3,6,Min1,1,3,Detchd,1962.0,Unf,2,572,3,3,Y,0,1,0,0,0,0,MnPrv,No Shed,2,2007,WD,Normal,11.77528972943772
55,56,20,RL,100.0,10175,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,1,BLQ,1425,GasA,4,Y,SBrkr,1425,0,1425,0,0,2,0,3,3,7,Typ,1,4,Attchd,1964.0,RFn,2,576,3,3,Y,0,0,0,1,0,0,No Fence,No Shed,7,2008,WD,Normal,12.103486056755072
56,57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,GLQ,970,GasA,5,Y,SBrkr,983,756,1739,1,0,2,1,3,4,7,Typ,0,3.461038961038961,Attchd,1999.0,Fin,2,480,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,8,2009,WD,Abnorml,12.058152515453552
57,58,60,RL,89.0,11645,Pave,No Alley,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,860,GasA,5,Y,SBrkr,860,860,1720,0,0,2,1,3,4,7,Typ,0,3.461038961038961,Attchd,2004.0,RFn,2,565,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,8,2006,WD,Normal,12.188417710291453
58,59,60,RL,66.0,13682,Pave,No Alley,IR2,HLS,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,4,Unf,1410,GasA,5,Y,SBrkr,1426,1519,2945,0,0,3,1,3,4,10,Typ,1,4,BuiltIn,2006.0,Fin,3,641,3,3,Y,1,0,1,0,0,0,No Fence,No Shed,10,2006,New,Partial,12.991753427493052
59,60,20,RL,60.0,7200,Pave,No Alley,Reg,Bnk,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,ALQ,780,GasA,5,Y,SBrkr,780,0,780,0,0,1,0,2,3,4,Typ,0,3.461038961038961,Detchd,1973.0,Unf,1,352,3,3,Y,1,0,0,0,0,0,MnPrv,No Shed,1,2008,WD,Normal,11.73526869611367
60,61,20,RL,63.0,13072,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,ALQ,1158,GasA,5,Y,SBrkr,1158,0,1158,1,0,1,1,3,4,5,Typ,0,3.461038961038961,Detchd,2006.0,Unf,2,576,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2006,New,Partial,11.970350312009105
61,62,75,RM,60.0,7200,Pave,No Alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,Unf,530,GasA,3,N,SBrkr,581,530,1111,0,0,1,0,3,2,6,Typ,0,3.461038961038961,Detchd,1935.0,Unf,1,288,3,3,N,0,0,1,0,0,0,No Fence,No Shed,3,2007,WD,Normal,11.522875795823397
62,63,120,RL,44.0,6442,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,2,GLQ,1370,GasA,5,Y,SBrkr,1370,0,1370,0,0,2,0,2,4,6,Typ,1,4,Attchd,2006.0,RFn,2,484,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,10,2007,WD,Normal,12.218495165528731
63,64,70,RM,50.0,10300,Pave,No Alley,IR1,Bnk,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,Unf,576,GasA,4,Y,SBrkr,902,808,1710,0,0,2,0,3,3,9,Typ,0,3.461038961038961,Detchd,1990.0,Unf,2,480,3,3,Y,1,1,1,0,0,0,GdPrv,No Shed,4,2010,WD,Normal,11.84939770159144
64,65,60,RL,70.0,9375,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,1,GLQ,1057,GasA,5,Y,SBrkr,1057,977,2034,1,0,2,1,3,4,8,Typ,0,3.461038961038961,Attchd,1998.0,RFn,2,645,3,3,Y,1,1,0,0,0,0,GdPrv,No Shed,2,2009,WD,Normal,12.299107511497363
65,66,60,RL,76.0,9591,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,3,Unf,1143,GasA,5,Y,SBrkr,1143,1330,2473,0,0,2,1,4,4,9,Typ,1,4,BuiltIn,2004.0,RFn,3,852,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,10,2007,WD,Normal,12.666657052859417
66,67,20,RL,73.0,19900,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4,3,4,GLQ,1947,GasA,3,Y,SBrkr,2207,0,2207,1,0,2,0,3,3,7,Min1,1,4,Attchd,1970.0,RFn,2,576,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,7,2010,WD,Normal,12.100712129872347
67,68,20,RL,72.0,10665,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,3,GLQ,1453,GasA,5,Y,SBrkr,1479,0,1479,1,0,2,0,3,4,7,Typ,0,3.461038961038961,Attchd,2003.0,RFn,2,558,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,12.328290278254423
68,69,30,RM,47.0,4608,Pave,No Alley,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,Unf,747,GasA,3,Y,SBrkr,747,0,747,0,0,1,0,2,3,4,Typ,0,3.461038961038961,Attchd,1945.0,Unf,1,220,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,11.289781913656018
69,70,50,RL,81.0,15593,Pave,No Alley,Reg,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3,3,1,BLQ,1304,GasW,3,Y,SBrkr,1304,983,2287,0,0,2,0,3,3,7,Typ,1,3,Attchd,1953.0,Fin,2,667,3,3,Y,0,1,1,0,0,0,No Fence,No Shed,7,2006,WD,Normal,12.323855681186558
70,71,20,RL,95.0,13651,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,4,ALQ,2223,GasA,5,Y,SBrkr,2223,0,2223,1,0,2,0,3,3,8,Typ,2,4,Attchd,1973.0,Fin,2,516,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,2,2007,WD,Normal,12.404923504275338
71,72,20,RL,69.0,7599,Pave,No Alley,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,ALQ,845,GasA,3,Y,SBrkr,845,0,845,1,0,1,0,2,3,4,Typ,0,3.461038961038961,Detchd,1987.0,Unf,2,360,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,11.771436160121729
72,73,60,RL,74.0,10141,Pave,No Alley,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4,3,1,Unf,832,GasA,4,Y,SBrkr,885,833,1718,0,0,2,1,3,3,7,Typ,1,3,Attchd,1998.0,Fin,2,427,3,3,Y,0,1,0,0,1,0,No Fence,No Shed,12,2009,WD,Normal,12.128111104060462
73,74,20,RL,85.0,10200,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,1,ALQ,1086,GasA,4,Y,SBrkr,1086,0,1086,1,0,1,0,3,3,6,Typ,0,3.461038961038961,Attchd,1989.0,Unf,2,490,3,3,Y,0,0,0,0,0,0,GdWo,No Shed,5,2010,WD,Normal,11.883799128308773
74,75,50,RM,60.0,5790,Pave,No Alley,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2,3,1,Unf,840,GasA,4,N,SBrkr,840,765,1605,0,0,2,0,3,3,8,Typ,0,3.461038961038961,Detchd,1915.0,Unf,1,379,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,5,2010,WD,Normal,11.584315461056901
75,76,180,RM,21.0,1596,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,4,GLQ,462,GasA,3,Y,SBrkr,526,462,988,1,0,1,0,2,3,5,Typ,0,3.461038961038961,BuiltIn,1973.0,Unf,1,297,3,3,Y,1,1,0,0,0,0,GdWo,No Shed,11,2009,WD,Normal,11.418614785498987
76,77,20,RL,73.0,8475,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,ALQ,952,GasA,5,Y,FuseA,952,0,952,0,0,1,0,2,3,4,Typ,0,3.461038961038961,Detchd,1956.0,Unf,1,283,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,4,2008,WD,Normal,11.818570237796182
77,78,50,RM,50.0,8635,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,BLQ,672,GasA,3,Y,SBrkr,1072,213,1285,1,0,1,0,2,3,6,Min1,0,3.461038961038961,Detchd,1948.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,1,2008,WD,Normal,11.751942365440728
78,79,90,RL,72.0,10778,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,Unf,1768,GasA,3,N,SBrkr,1768,0,1768,0,0,2,0,4,3,8,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,Y,0,0,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,11.824079893607152
79,80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,Unf,440,GasA,4,Y,SBrkr,682,548,1230,0,0,1,1,2,3,5,Typ,0,3.461038961038961,Detchd,1966.0,Unf,2,440,3,3,Y,1,0,1,0,0,0,MnPrv,No Shed,5,2009,WD,Normal,11.608235644774552
80,81,60,RL,100.0,13000,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,1,Rec,896,GasA,3,Y,SBrkr,1182,960,2142,0,0,2,1,4,4,8,Typ,1,4,Attchd,1968.0,Fin,1,509,3,3,Y,0,1,0,0,1,0,No Fence,No Shed,6,2009,WD,Normal,12.173032791451973
81,82,120,RM,32.0,4500,Pave,No Alley,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5,4,1,GLQ,1237,GasA,5,Y,SBrkr,1337,0,1337,1,0,2,0,2,3,5,Typ,0,3.461038961038961,Attchd,1998.0,Fin,2,405,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2006,WD,Normal,11.941455846009388
82,83,20,RL,78.0,10206,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4,3,1,GLQ,1563,GasA,5,Y,SBrkr,1563,0,1563,0,0,2,0,3,4,6,Typ,1,4,Attchd,2007.0,RFn,3,758,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,10,2008,WD,Normal,12.409013489526863
83,84,20,RL,80.0,8892,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,1,Unf,1065,GasA,4,Y,SBrkr,1065,0,1065,0,0,1,1,3,3,6,Typ,0,3.461038961038961,Detchd,1974.0,Unf,2,461,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,7,2007,COD,Normal,11.747997587149712
84,85,80,RL,65.0,8530,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4,3,1,Unf,384,GasA,4,Y,SBrkr,804,670,1474,0,0,2,1,3,3,7,Typ,1,3,BuiltIn,1995.0,Fin,2,400,3,3,Y,1,1,0,0,0,0,No Fence,Shed,5,2009,WD,Normal,12.034691028774553
85,86,60,RL,121.0,16059,Pave,No Alley,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,1,Unf,1288,GasA,5,Y,SBrkr,1301,1116,2417,0,0,2,1,4,4,9,Typ,1,3,Attchd,1991.0,Unf,2,462,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2006,WD,Normal,12.468436909997665
86,87,60,RL,122.0,11911,Pave,No Alley,IR2,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,Unf,684,GasA,5,Y,SBrkr,684,876,1560,0,0,2,1,3,4,6,Typ,1,4,BuiltIn,2005.0,Fin,2,400,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,3,2009,WD,Normal,12.066810578196666
87,88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,3,Unf,612,GasA,5,Y,SBrkr,612,612,1224,0,0,2,1,2,4,4,Typ,0,3.461038961038961,Detchd,2009.0,RFn,2,528,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2009,New,Partial,12.010665849187564
88,89,50,C (all),105.0,8470,Pave,No Alley,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,2,1,Unf,1013,GasA,3,N,SBrkr,1013,0,1526,0,0,1,0,2,2,6,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,N,0,0,1,0,0,0,MnPrv,No Shed,10,2009,ConLD,Abnorml,11.350406535472453
89,90,20,RL,60.0,8070,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,GLQ,990,GasA,5,Y,SBrkr,990,0,990,1,0,1,0,3,3,5,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,Y,0,0,0,0,0,0,No Fence,No Shed,8,2007,WD,Normal,11.724805824005728
90,91,20,RL,60.0,7200,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,3.5797610681658467,3.011243851018974,1.6736990154711673,No Basement,0,GasA,3,Y,FuseA,1040,0,1040,0,0,1,0,2,3,4,Typ,0,3.461038961038961,Detchd,1950.0,Unf,2,420,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,11.607326140391713
91,92,20,RL,85.0,8500,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,1,Rec,1235,GasA,3,Y,SBrkr,1235,0,1235,0,0,1,0,2,3,6,Typ,0,3.461038961038961,Attchd,1961.0,Unf,2,480,3,3,Y,0,0,0,0,0,0,GdWo,No Shed,12,2006,WD,Abnorml,11.498826540590727
92,93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,1,ALQ,876,GasA,5,Y,SBrkr,964,0,964,1,0,1,0,2,3,5,Typ,0,3.461038961038961,Detchd,1921.0,Unf,2,432,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,8,2009,WD,Normal,12.004568269319446
93,94,190,C (all),60.0,7200,Pave,No Alley,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,2,Rec,1214,GasW,5,N,SBrkr,1260,1031,2291,0,1,2,0,4,3,9,Typ,1,4,Detchd,1900.0,Unf,2,506,3,3,Y,0,0,0,0,1,0,No Fence,No Shed,11,2007,WD,Normal,11.804848531679264
94,95,60,RL,69.0,9337,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,1,GLQ,824,GasA,5,Y,SBrkr,905,881,1786,1,0,2,1,3,4,7,Typ,0,3.461038961038961,Attchd,1997.0,RFn,2,684,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,12.229545001715316
95,96,60,RL,65.0,9765,Pave,No Alley,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,4,4,1,ALQ,680,GasA,4,Y,SBrkr,680,790,1470,0,0,2,1,3,3,6,Typ,1,3,BuiltIn,1993.0,Fin,2,420,3,3,Y,1,1,0,0,0,0,No Fence,Shed,4,2009,WD,Normal,12.128111104060462
96,97,20,RL,78.0,10264,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,3,ALQ,1588,GasA,5,Y,SBrkr,1588,0,1588,0,0,2,0,3,4,6,Typ,0,3.461038961038961,Attchd,1999.0,RFn,2,472,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2006,WD,Normal,12.273731294003989
97,98,20,RL,73.0,10921,Pave,No Alley,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,1,Rec,960,GasA,3,Y,FuseF,960,0,960,1,0,1,0,3,3,6,Typ,0,3.461038961038961,Attchd,1965.0,Fin,1,432,3,3,P,1,0,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,11.458997122944673
98,99,30,RL,85.0,10625,Pave,No Alley,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,ALQ,458,GasA,2,N,SBrkr,835,0,835,0,0,1,0,2,3,5,Typ,0,3.461038961038961,Basment,1920.0,Unf,1,366,2,3,Y,0,0,1,0,0,0,No Fence,Shed,5,2010,COD,Abnorml,11.326595886778735
99,100,20,RL,77.0,9320,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,ALQ,950,GasA,2,Y,SBrkr,1225,0,1225,1,0,1,1,3,3,6,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,Y,1,0,0,0,0,0,No Fence,Shed,1,2010,WD,Normal,11.76718001130949
100,101,20,RL,80.0,10603,Pave,No Alley,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,3,3,PConc,3,3,2,ALQ,1610,GasA,4,Y,SBrkr,1610,0,1610,1,0,2,0,3,4,6,Typ,2,3,Attchd,1977.0,RFn,2,480,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,2,2010,WD,Normal,12.230765258120545
101,102,60,RL,77.0,9206,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,1,Unf,741,GasA,3,Y,SBrkr,977,755,1732,0,0,2,1,3,4,7,Typ,1,3,Attchd,1985.0,Fin,2,476,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,12.089538829274222
102,103,90,RL,64.0,7018,Pave,No Alley,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,Slab,3.5797610681658467,3.011243851018974,1.6736990154711673,No Basement,0,GasA,3,Y,SBrkr,1535,0,1535,0,0,2,0,4,3,8,Typ,0,3.461038961038961,Attchd,1979.0,Unf,2,410,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,6,2009,WD,Alloca,11.686576205316552
103,104,20,RL,94.0,10402,Pave,No Alley,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,Unf,1226,GasA,5,Y,SBrkr,1226,0,1226,0,0,2,0,3,4,6,Typ,0,3.461038961038961,Attchd,2009.0,RFn,3,740,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,12.200557464842063
104,105,50,RM,60.0,7758,Pave,No Alley,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,2,PConc,3,3,1,LwQ,1040,GasA,5,Y,FuseF,1226,592,1818,0,0,1,1,4,3,7,Typ,2,3,Detchd,1951.0,Unf,1,240,3,3,Y,0,0,0,0,1,0,No Fence,No Shed,6,2007,WD,Normal,12.040608205802641
105,106,60,FV,75.0,9375,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,5,3,1,Unf,1053,GasA,5,Y,SBrkr,1053,939,1992,0,0,2,1,3,4,9,Typ,1,4,Attchd,2003.0,RFn,2,648,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2008,WD,Normal,12.429216196844383
106,107,30,RM,60.0,10800,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,1,Unf,641,GasA,4,Y,SBrkr,1047,0,1047,0,0,1,0,2,3,6,Typ,0,3.461038961038961,Detchd,1954.0,Unf,1,273,2,2,N,0,0,0,0,0,0,No Fence,Shed,8,2007,WD,Normal,11.512925464970229
107,108,20,RM,50.0,6000,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,ALQ,789,GasA,5,Y,SBrkr,789,0,789,0,0,1,0,2,3,5,Typ,0,3.461038961038961,Detchd,1948.0,Unf,1,250,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,4,2008,WD,Partial,11.652687407345388
